2017-04-15 01:51:02,1962.6100000000001
2017-04-15 01:51:53,1962.63
2017-04-15 01:54:05,1962.64
2017-04-15 01:54:15,1962.64
2017-04-15 01:54:56,1962.64
2017-04-15 01:55:16,1962.64
2017-04-15 01:55:26,1962.64
2017-04-15 01:55:36,1962.64
2017-04-15 01:55:46,1962.64
2017-04-15 01:56:07,1962.64
2017-04-15 01:56:17,1962.64
2017-04-15 01:56:28,1962.64
2017-04-15 01:56:38,1962.64
2017-04-15 01:56:48,1962.64
2017-04-15 01:58:08,1962.65
2017-04-15 01:58:19,1962.65
2017-04-15 01:58:29,1962.65
2017-04-15 01:58:39,1962.65
2017-04-15 01:59:32,1962.65
2017-04-15 01:59:42,1962.65
2017-04-15 01:59:53,1962.65
2017-04-15 02:00:03,1962.65
2017-04-15 02:00:23,1962.65
2017-04-15 02:00:33,1962.65
2017-04-15 02:01:03,1962.66
2017-04-15 02:01:13,1962.66
2017-04-15 02:01:43,1962.66
2017-04-15 02:02:23,1962.66
2017-04-15 02:03:13,1962.66
2017-04-15 02:03:24,1962.66
2017-04-15 02:03:34,1962.66
2017-04-15 02:04:04,1962.66
2017-04-15 02:04:14,1962.66
2017-04-15 02:05:04,1962.67
2017-04-15 02:06:34,1962.67
2017-04-15 02:07:05,1962.67
2017-04-15 02:07:35,1962.67
2017-04-15 02:08:05,1962.68
2017-04-15 02:08:15,1962.68
2017-04-15 02:08:25,1962.68
2017-04-15 02:08:36,1962.68
2017-04-15 02:08:46,1962.68
2017-04-15 02:08:56,1962.68
2017-04-15 02:10:02,1962.68
2017-04-15 02:10:12,1962.68
2017-04-15 02:10:52,1962.69
2017-04-15 02:11:03,1962.69
2017-04-15 02:11:13,1962.69
2017-04-15 02:11:33,1962.69
2017-04-15 02:11:43,1962.69
2017-04-15 02:11:53,1962.69
2017-04-15 02:12:03,1962.69
2017-04-15 02:12:25,1962.69
2017-04-15 02:12:45,1962.69
2017-04-15 02:12:55,1962.69
2017-04-15 02:13:05,1962.69
2017-04-15 02:13:15,1962.69
2017-04-15 02:14:06,1962.7
2017-04-15 02:14:16,1962.7
2017-04-15 02:14:26,1962.7
2017-04-15 02:14:59,1962.7
2017-04-15 02:15:49,1962.7
2017-04-15 02:15:59,1962.71
2017-04-15 02:16:30,1962.71
2017-04-15 02:16:40,1962.71
2017-04-15 02:17:00,1962.71
2017-04-15 02:17:20,1962.71
2017-04-15 02:17:30,1962.71
2017-04-15 02:18:00,1962.71
2017-04-15 02:18:23,1962.71
2017-04-15 02:18:34,1962.71
2017-04-15 02:18:44,1962.71
2017-04-15 02:18:54,1962.71
2017-04-15 02:19:04,1962.71
2017-04-15 02:19:14,1962.72
2017-04-15 02:19:24,1962.72
2017-04-15 02:19:44,1962.72
2017-04-15 02:19:54,1962.72
2017-04-15 02:20:15,1962.72
2017-04-15 02:20:35,1962.72
2017-04-15 02:20:45,1962.72
2017-04-15 02:20:55,1962.72
2017-04-15 02:21:16,1962.72
2017-04-15 02:21:26,1962.72
2017-04-15 02:21:46,1962.72
2017-04-15 02:21:56,1962.72
2017-04-15 02:22:06,1962.72
2017-04-15 02:22:27,1962.73
2017-04-15 02:22:37,1962.73
2017-04-15 02:22:57,1962.73
2017-04-15 02:23:07,1962.73
2017-04-15 02:23:28,1962.73
2017-04-15 02:23:38,1962.73
2017-04-15 02:23:48,1962.73
2017-04-15 02:23:58,1962.73
2017-04-15 02:24:08,1962.73
2017-04-15 02:24:29,1962.73
2017-04-15 02:24:39,1962.73
2017-04-15 02:24:59,1962.74
2017-04-15 02:25:09,1962.74
2017-04-15 02:25:19,1962.74
2017-04-15 02:25:29,1962.74
2017-04-15 02:25:39,1962.74
2017-04-15 02:25:49,1962.74
2017-04-15 02:25:59,1962.74
2017-04-15 02:26:30,1962.74
2017-04-15 02:26:50,1962.74
2017-04-15 02:27:00,1962.74
2017-04-15 02:27:11,1962.75
2017-04-15 02:27:21,1962.75
2017-04-15 02:27:31,1962.75
2017-04-15 02:27:41,1962.75
2017-04-15 02:27:51,1962.75
2017-04-15 02:28:01,1962.75
2017-04-15 02:31:35,1962.76
2017-04-15 02:31:55,1962.76
2017-04-15 02:32:25,1962.76
2017-04-15 02:32:35,1962.77
2017-04-15 02:32:46,1962.77
2017-04-15 02:32:56,1962.77
2017-04-15 02:33:53,1962.77
2017-04-15 02:34:03,1962.77
2017-04-15 02:34:13,1962.77
2017-04-15 02:34:24,1962.77
2017-04-15 02:34:34,1962.77
2017-04-15 02:34:54,1962.77
2017-04-15 02:35:04,1962.77
2017-04-15 02:35:14,1962.78
2017-04-15 02:35:45,1962.78
2017-04-15 02:35:55,1962.78
2017-04-15 02:36:05,1962.78
2017-04-15 02:36:25,1962.78
2017-04-15 02:36:35,1962.78
2017-04-15 02:36:45,1962.78
2017-04-15 02:36:55,1962.78
2017-04-15 02:37:16,1962.78
2017-04-15 02:37:26,1962.78
2017-04-15 02:38:09,1962.78
2017-04-15 02:38:19,1962.78
2017-04-15 02:38:29,1962.79
2017-04-15 02:38:39,1962.79
2017-04-15 02:38:50,1962.79
2017-04-15 02:39:00,1962.79
2017-04-15 02:39:10,1962.79
2017-04-15 02:39:20,1962.79
2017-04-15 02:39:40,1962.79
2017-04-15 02:40:01,1962.79
